mux_type,k_min,density,rep,N,N_gcc,giant_fraction
mux20,1000.0,0.00020000000000000004,32,1000,61.0,0.061
mux20,1000.0,0.00020000000000000004,33,1000,96.0,0.096
mux20,1000.0,0.00020000000000000004,34,1000,64.0,0.064
mux20,1000.0,0.00020000000000000004,35,1000,53.0,0.053
mux20,1000.0,0.00020000000000000004,36,1000,60.0,0.06
mux20,1000.0,0.00020000000000000004,37,1000,73.0,0.073
mux20,1000.0,0.00020000000000000004,38,1000,60.0,0.06
mux20,1000.0,0.00020000000000000004,39,1000,112.0,0.112
mux20,1000.0,0.00023330580791522347,0,1000,89.0,0.089
mux20,1000.0,0.00023330580791522347,1,1000,157.0,0.157
mux20,1000.0,0.00023330580791522347,2,1000,159.0,0.159
mux20,1000.0,0.00023330580791522347,3,1000,129.0,0.129
mux20,1000.0,0.00023330580791522347,4,1000,144.0,0.144
mux20,1000.0,0.00023330580791522347,5,1000,175.0,0.175
mux20,1000.0,0.00023330580791522347,6,1000,65.0,0.065
mux20,1000.0,0.00023330580791522347,7,1000,126.0,0.126
mux20,1000.0,0.00023330580791522347,8,1000,107.0,0.107
mux20,1000.0,0.00023330580791522347,9,1000,193.0,0.193
mux20,1000.0,0.00023330580791522347,10,1000,105.0,0.105
mux20,1000.0,0.00023330580791522347,11,1000,89.0,0.089
mux20,1000.0,0.00023330580791522347,12,1000,82.0,0.082
mux20,1000.0,0.00023330580791522347,13,1000,75.0,0.075
mux20,1000.0,0.00023330580791522347,14,1000,110.0,0.11
mux20,1000.0,0.00023330580791522347,15,1000,75.0,0.075
mux20,1000.0,0.00023330580791522347,16,1000,168.0,0.168
mux20,1000.0,0.00023330580791522347,17,1000,72.0,0.072
mux20,1000.0,0.00023330580791522347,18,1000,68.0,0.068
mux20,1000.0,0.00023330580791522347,19,1000,148.0,0.148
mux20,1000.0,0.00023330580791522347,20,1000,137.0,0.137
mux20,1000.0,0.00023330580791522347,21,1000,74.0,0.074
mux20,1000.0,0.00023330580791522347,22,1000,76.0,0.076
mux20,1000.0,0.00023330580791522347,23,1000,80.0,0.08
mux20,1000.0,0.00023330580791522347,24,1000,92.0,0.092
mux20,1000.0,0.00023330580791522347,25,1000,183.0,0.183
mux20,1000.0,0.00023330580791522347,26,1000,262.0,0.262
mux20,1000.0,0.00023330580791522347,27,1000,106.0,0.106
mux20,1000.0,0.00023330580791522347,28,1000,68.0,0.068
mux20,1000.0,0.00023330580791522347,29,1000,115.0,0.115
mux20,1000.0,0.00023330580791522347,30,1000,114.0,0.114
mux20,1000.0,0.00023330580791522347,31,1000,242.0,0.242
mux20,1000.0,0.00023330580791522347,32,1000,96.0,0.096
mux20,1000.0,0.00023330580791522347,33,1000,83.0,0.083
mux20,1000.0,0.00023330580791522347,34,1000,140.0,0.14
mux20,1000.0,0.00023330580791522347,35,1000,57.0,0.057
mux20,1000.0,0.00023330580791522347,36,1000,63.0,0.063
mux20,1000.0,0.00023330580791522347,37,1000,122.0,0.122
mux20,1000.0,0.00023330580791522347,38,1000,130.0,0.13
mux20,1000.0,0.00023330580791522347,39,1000,41.0,0.041
mux20,1000.0,0.0002721580000348754,0,1000,100.0,0.1
mux20,1000.0,0.0002721580000348754,1,1000,74.0,0.074
mux20,1000.0,0.0002721580000348754,2,1000,156.0,0.156
mux20,1000.0,0.0002721580000348754,3,1000,142.0,0.142
mux20,1000.0,0.0002721580000348754,4,1000,209.0,0.209
mux20,1000.0,0.0002721580000348754,5,1000,200.0,0.2
mux20,1000.0,0.0002721580000348754,6,1000,220.0,0.22
mux20,1000.0,0.0002721580000348754,7,1000,230.0,0.23
mux20,1000.0,0.0002721580000348754,8,1000,136.0,0.136
mux20,1000.0,0.0002721580000348754,9,1000,185.0,0.185
mux20,1000.0,0.0002721580000348754,10,1000,213.0,0.213
mux20,1000.0,0.0002721580000348754,11,1000,108.0,0.108
mux20,1000.0,0.0002721580000348754,12,1000,144.0,0.144
mux20,1000.0,0.0002721580000348754,13,1000,121.0,0.121
mux20,1000.0,0.0002721580000348754,14,1000,123.0,0.123
mux20,1000.0,0.0002721580000348754,15,1000,107.0,0.107
mux20,1000.0,0.0002721580000348754,16,1000,98.0,0.098
mux20,1000.0,0.0002721580000348754,17,1000,326.0,0.326
mux20,1000.0,0.0002721580000348754,18,1000,118.0,0.118
mux20,1000.0,0.0002721580000348754,19,1000,177.0,0.177
mux20,1000.0,0.0002721580000348754,20,1000,307.0,0.307
mux20,1000.0,0.0002721580000348754,21,1000,110.0,0.11
mux20,1000.0,0.0002721580000348754,22,1000,118.0,0.118
mux20,1000.0,0.0002721580000348754,23,1000,297.0,0.297
mux20,1000.0,0.0002721580000348754,24,1000,353.0,0.353
mux20,1000.0,0.0002721580000348754,25,1000,71.0,0.071
mux20,1000.0,0.0002721580000348754,26,1000,132.0,0.132
mux20,1000.0,0.0002721580000348754,27,1000,184.0,0.184
mux20,1000.0,0.0002721580000348754,28,1000,106.0,0.106
mux20,1000.0,0.0002721580000348754,29,1000,145.0,0.145
mux20,1000.0,0.0002721580000348754,30,1000,187.0,0.187
mux20,1000.0,0.0002721580000348754,31,1000,60.0,0.06
mux20,1000.0,0.0002721580000348754,32,1000,197.0,0.197
mux20,1000.0,0.0002721580000348754,33,1000,205.0,0.205
mux20,1000.0,0.0002721580000348754,34,1000,148.0,0.148
mux20,1000.0,0.0002721580000348754,35,1000,80.0,0.08
mux20,1000.0,0.0002721580000348754,36,1000,106.0,0.106
mux20,1000.0,0.0002721580000348754,37,1000,144.0,0.144
mux20,1000.0,0.0002721580000348754,38,1000,149.0,0.149
mux20,1000.0,0.0002721580000348754,39,1000,84.0,0.084
mux20,1000.0,0.0003174802103936401,0,1000,228.0,0.228
mux20,1000.0,0.0003174802103936401,1,1000,126.0,0.126
mux20,1000.0,0.0003174802103936401,2,1000,244.0,0.244
mux20,1000.0,0.0003174802103936401,3,1000,114.0,0.114
mux20,1000.0,0.0003174802103936401,4,1000,181.0,0.181
mux20,1000.0,0.0003174802103936401,5,1000,176.0,0.176
mux20,1000.0,0.0003174802103936401,6,1000,239.0,0.239
mux20,1000.0,0.0003174802103936401,7,1000,95.0,0.095
mux20,1000.0,0.0003174802103936401,8,1000,176.0,0.176
mux20,1000.0,0.0003174802103936401,9,1000,281.0,0.281
mux20,1000.0,0.0003174802103936401,10,1000,186.0,0.186
mux20,1000.0,0.0003174802103936401,11,1000,237.0,0.237
mux20,1000.0,0.0003174802103936401,12,1000,114.0,0.114
mux20,1000.0,0.0003174802103936401,13,1000,295.0,0.295
mux20,1000.0,0.0003174802103936401,14,1000,71.0,0.071
mux20,1000.0,0.0003174802103936401,15,1000,118.0,0.118
mux20,1000.0,0.0003174802103936401,16,1000,399.0,0.399
mux20,1000.0,0.0003174802103936401,17,1000,429.0,0.429
mux20,1000.0,0.0003174802103936401,18,1000,101.0,0.101
mux20,1000.0,0.0003174802103936401,19,1000,156.0,0.156
mux20,1000.0,0.0003174802103936401,20,1000,427.0,0.427
mux20,1000.0,0.0003174802103936401,21,1000,309.0,0.309
mux20,1000.0,0.0003174802103936401,22,1000,71.0,0.071
mux20,1000.0,0.0003174802103936401,23,1000,299.0,0.299
mux20,1000.0,0.0003174802103936401,24,1000,126.0,0.126
mux20,1000.0,0.0003174802103936401,25,1000,91.0,0.091
mux20,1000.0,0.0003174802103936401,26,1000,101.0,0.101
mux20,1000.0,0.0003174802103936401,27,1000,279.0,0.279
mux20,1000.0,0.0003174802103936401,28,1000,122.0,0.122
mux20,1000.0,0.0003174802103936401,29,1000,269.0,0.269
mux20,1000.0,0.0003174802103936401,30,1000,204.0,0.204
mux20,1000.0,0.0003174802103936401,31,1000,189.0,0.189
mux20,1000.0,0.0003174802103936401,32,1000,188.0,0.188
mux20,1000.0,0.0003174802103936401,33,1000,139.0,0.139
mux20,1000.0,0.0003174802103936401,34,1000,187.0,0.187
mux20,1000.0,0.0003174802103936401,35,1000,188.0,0.188
mux20,1000.0,0.0003174802103936401,36,1000,170.0,0.17
mux20,1000.0,0.0003174802103936401,37,1000,158.0,0.158
mux20,1000.0,0.0003174802103936401,38,1000,339.0,0.339
mux20,1000.0,0.0003174802103936401,39,1000,416.0,0.416
mux20,1000.0,0.0003703498849149162,0,1000,310.0,0.31
mux20,1000.0,0.0003703498849149162,1,1000,130.0,0.13
mux20,1000.0,0.0003703498849149162,2,1000,108.0,0.108
mux20,1000.0,0.0003703498849149162,3,1000,313.0,0.313
mux20,1000.0,0.0003703498849149162,4,1000,632.0,0.632
mux20,1000.0,0.0003703498849149162,5,1000,367.0,0.367
mux20,1000.0,0.0003703498849149162,6,1000,156.0,0.156
mux20,1000.0,0.0003703498849149162,7,1000,253.0,0.253
mux20,1000.0,0.0003703498849149162,8,1000,291.0,0.291
mux20,1000.0,0.0003703498849149162,9,1000,510.0,0.51
mux20,1000.0,0.0003703498849149162,10,1000,295.0,0.295
mux20,1000.0,0.0003703498849149162,11,1000,209.0,0.209
mux20,1000.0,0.0003703498849149162,12,1000,281.0,0.281
mux20,1000.0,0.0003703498849149162,13,1000,200.0,0.2
mux20,1000.0,0.0003703498849149162,14,1000,235.0,0.235
mux20,1000.0,0.0003703498849149162,15,1000,110.0,0.11
mux20,1000.0,0.0003703498849149162,16,1000,390.0,0.39
mux20,1000.0,0.0003703498849149162,17,1000,309.0,0.309
mux20,1000.0,0.0003703498849149162,18,1000,378.0,0.378
mux20,1000.0,0.0003703498849149162,19,1000,217.0,0.217
mux20,1000.0,0.0003703498849149162,20,1000,176.0,0.176
mux20,1000.0,0.0003703498849149162,21,1000,663.0,0.663
mux20,1000.0,0.0003703498849149162,22,1000,344.0,0.344
mux20,1000.0,0.0003703498849149162,23,1000,369.0,0.369
mux20,1000.0,0.0003703498849149162,24,1000,76.0,0.076
mux20,1000.0,0.0003703498849149162,25,1000,291.0,0.291
mux20,1000.0,0.0003703498849149162,26,1000,242.0,0.242
mux20,1000.0,0.0003703498849149162,27,1000,421.0,0.421
mux20,1000.0,0.0003703498849149162,28,1000,276.0,0.276
mux20,1000.0,0.0003703498849149162,29,1000,287.0,0.287
mux20,1000.0,0.0003703498849149162,30,1000,200.0,0.2
mux20,1000.0,0.0003703498849149162,31,1000,456.0,0.456
mux20,1000.0,0.0003703498849149162,32,1000,251.0,0.251
mux20,1000.0,0.0003703498849149162,33,1000,258.0,0.258
mux20,1000.0,0.0003703498849149162,34,1000,340.0,0.34
mux20,1000.0,0.0003703498849149162,35,1000,379.0,0.379
mux20,1000.0,0.0003703498849149162,36,1000,300.0,0.3
mux20,1000.0,0.0003703498849149162,37,1000,240.0,0.24
mux20,1000.0,0.0003703498849149162,38,1000,86.0,0.086
mux20,1000.0,0.0003703498849149162,39,1000,185.0,0.185
mux20,1000.0,0.0004320238955569227,0,1000,241.0,0.241
mux20,1000.0,0.0004320238955569227,1,1000,541.0,0.541
mux20,1000.0,0.0004320238955569227,2,1000,708.0,0.708
mux20,1000.0,0.0004320238955569227,3,1000,643.0,0.643
mux20,1000.0,0.0004320238955569227,4,1000,334.0,0.334
mux20,1000.0,0.0004320238955569227,5,1000,461.0,0.461
mux20,1000.0,0.0004320238955569227,6,1000,721.0,0.721
mux20,1000.0,0.0004320238955569227,7,1000,488.0,0.488
mux20,1000.0,0.0004320238955569227,8,1000,760.0,0.76
mux20,1000.0,0.0004320238955569227,9,1000,662.0,0.662
mux20,1000.0,0.0004320238955569227,10,1000,539.0,0.539
mux20,1000.0,0.0004320238955569227,11,1000,385.0,0.385
mux20,1000.0,0.0004320238955569227,12,1000,320.0,0.32
mux20,1000.0,0.0004320238955569227,13,1000,154.0,0.154
mux20,1000.0,0.0004320238955569227,14,1000,618.0,0.618
mux20,1000.0,0.0004320238955569227,15,1000,373.0,0.373
mux20,1000.0,0.0004320238955569227,16,1000,245.0,0.245
mux20,1000.0,0.0004320238955569227,17,1000,235.0,0.235
mux20,1000.0,0.0004320238955569227,18,1000,336.0,0.336
mux20,1000.0,0.0004320238955569227,19,1000,196.0,0.196
mux20,1000.0,0.0004320238955569227,20,1000,479.0,0.479
mux20,1000.0,0.0004320238955569227,21,1000,585.0,0.585
mux20,1000.0,0.0004320238955569227,22,1000,564.0,0.564
mux20,1000.0,0.0004320238955569227,23,1000,356.0,0.356
mux20,1000.0,0.0004320238955569227,24,1000,249.0,0.249
mux20,1000.0,0.0004320238955569227,25,1000,331.0,0.331
mux20,1000.0,0.0004320238955569227,26,1000,406.0,0.406
mux20,1000.0,0.0004320238955569227,27,1000,367.0,0.367
mux20,1000.0,0.0004320238955569227,28,1000,299.0,0.299
mux20,1000.0,0.0004320238955569227,29,1000,576.0,0.576
mux20,1000.0,0.0004320238955569227,30,1000,679.0,0.679
mux20,1000.0,0.0004320238955569227,31,1000,606.0,0.606
mux20,1000.0,0.0004320238955569227,32,1000,491.0,0.491
mux20,1000.0,0.0004320238955569227,33,1000,550.0,0.55
mux20,1000.0,0.0004320238955569227,34,1000,619.0,0.619
mux20,1000.0,0.0004320238955569227,35,1000,373.0,0.373
mux20,1000.0,0.0004320238955569227,36,1000,660.0,0.66
mux20,1000.0,0.0004320238955569227,37,1000,486.0,0.486
mux20,1000.0,0.0004320238955569227,38,1000,195.0,0.195
mux20,1000.0,0.0004320238955569227,39,1000,382.0,0.382
mux20,1000.0,0.0005039684199579492,0,1000,684.0,0.684
mux20,1000.0,0.0005039684199579492,1,1000,310.0,0.31
mux20,1000.0,0.0005039684199579492,2,1000,389.0,0.389
mux20,1000.0,0.0005039684199579492,3,1000,513.0,0.513
mux20,1000.0,0.0005039684199579492,4,1000,775.0,0.775
mux20,1000.0,0.0005039684199579492,5,1000,226.0,0.226
mux20,1000.0,0.0005039684199579492,6,1000,693.0,0.693
mux20,1000.0,0.0005039684199579492,7,1000,194.0,0.194
mux20,1000.0,0.0005039684199579492,8,1000,369.0,0.369
mux20,1000.0,0.0005039684199579492,9,1000,445.0,0.445
mux20,1000.0,0.0005039684199579492,10,1000,756.0,0.756
mux20,1000.0,0.0005039684199579492,11,1000,861.0,0.861
mux20,1000.0,0.0005039684199579492,12,1000,394.0,0.394
mux20,1000.0,0.0005039684199579492,13,1000,425.0,0.425
mux20,1000.0,0.0005039684199579492,14,1000,801.0,0.801
mux20,1000.0,0.0005039684199579492,15,1000,730.0,0.73
mux20,1000.0,0.0005039684199579492,16,1000,494.0,0.494
mux20,1000.0,0.0005039684199579492,17,1000,379.0,0.379
mux20,1000.0,0.0005039684199579492,18,1000,517.0,0.517
mux20,1000.0,0.0005039684199579492,19,1000,390.0,0.39
mux20,1000.0,0.0005039684199579492,20,1000,682.0,0.682
mux20,1000.0,0.0005039684199579492,21,1000,513.0,0.513
mux20,1000.0,0.0005039684199579492,22,1000,566.0,0.566
mux20,1000.0,0.0005039684199579492,23,1000,293.0,0.293
mux20,1000.0,0.0005039684199579492,24,1000,666.0,0.666
mux20,1000.0,0.0005039684199579492,25,1000,513.0,0.513
mux20,1000.0,0.0005039684199579492,26,1000,347.0,0.347
mux20,1000.0,0.0005039684199579492,27,1000,441.0,0.441
mux20,1000.0,0.0005039684199579492,28,1000,217.0,0.217
mux20,1000.0,0.0005039684199579492,29,1000,313.0,0.313
mux20,1000.0,0.0005039684199579492,30,1000,407.0,0.407
mux20,1000.0,0.0005039684199579492,31,1000,586.0,0.586
mux20,1000.0,0.0005039684199579492,32,1000,519.0,0.519
mux20,1000.0,0.0005039684199579492,33,1000,488.0,0.488
mux20,1000.0,0.0005039684199579492,34,1000,779.0,0.779
mux20,1000.0,0.0005039684199579492,35,1000,526.0,0.526
mux20,1000.0,0.0005039684199579492,36,1000,258.0,0.258
mux20,1000.0,0.0005039684199579492,37,1000,674.0,0.674
mux20,1000.0,0.0005039684199579492,38,1000,433.0,0.433
mux20,1000.0,0.0005039684199579492,39,1000,765.0,0.765
mux20,1000.0,0.0005878937969102398,0,1000,342.0,0.342
mux20,1000.0,0.0005878937969102398,1,1000,443.0,0.443
mux20,1000.0,0.0005878937969102398,2,1000,744.0,0.744
mux20,1000.0,0.0005878937969102398,3,1000,839.0,0.839
mux20,1000.0,0.0005878937969102398,4,1000,791.0,0.791
mux20,1000.0,0.0005878937969102398,5,1000,848.0,0.848
mux20,1000.0,0.0005878937969102398,6,1000,771.0,0.771
mux20,1000.0,0.0005878937969102398,7,1000,767.0,0.767
mux20,1000.0,0.0005878937969102398,8,1000,569.0,0.569
mux20,1000.0,0.0005878937969102398,9,1000,620.0,0.62
mux20,1000.0,0.0005878937969102398,10,1000,456.0,0.456
mux20,1000.0,0.0005878937969102398,11,1000,683.0,0.683
mux20,1000.0,0.0005878937969102398,12,1000,819.0,0.819
mux20,1000.0,0.0005878937969102398,13,1000,727.0,0.727
mux20,1000.0,0.0005878937969102398,14,1000,626.0,0.626
mux20,1000.0,0.0005878937969102398,15,1000,850.0,0.85
mux20,1000.0,0.0005878937969102398,16,1000,678.0,0.678
mux20,1000.0,0.0005878937969102398,17,1000,733.0,0.733
mux20,1000.0,0.0005878937969102398,18,1000,390.0,0.39
mux20,1000.0,0.0005878937969102398,19,1000,611.0,0.611
mux20,1000.0,0.0005878937969102398,20,1000,794.0,0.794
mux20,1000.0,0.0005878937969102398,21,1000,342.0,0.342
mux20,1000.0,0.0005878937969102398,22,1000,775.0,0.775
mux20,1000.0,0.0005878937969102398,23,1000,783.0,0.783
mux20,1000.0,0.0005878937969102398,24,1000,858.0,0.858
mux20,1000.0,0.0005878937969102398,25,1000,458.0,0.458
mux20,1000.0,0.0005878937969102398,26,1000,812.0,0.812
mux20,1000.0,0.0005878937969102398,27,1000,837.0,0.837
mux20,1000.0,0.0005878937969102398,28,1000,592.0,0.592
mux20,1000.0,0.0005878937969102398,29,1000,361.0,0.361
mux20,1000.0,0.0005878937969102398,30,1000,736.0,0.736
mux20,1000.0,0.0005878937969102398,31,1000,755.0,0.755
mux20,1000.0,0.0005878937969102398,32,1000,664.0,0.664
mux20,1000.0,0.0005878937969102398,33,1000,693.0,0.693
mux20,1000.0,0.0005878937969102398,34,1000,614.0,0.614
mux20,1000.0,0.0005878937969102398,35,1000,845.0,0.845
mux20,1000.0,0.0005878937969102398,36,1000,763.0,0.763
mux20,1000.0,0.0005878937969102398,37,1000,845.0,0.845
mux20,1000.0,0.0005878937969102398,38,1000,199.0,0.199
mux20,1000.0,0.0005878937969102398,39,1000,804.0,0.804
mux20,1000.0,0.0006857951862824582,0,1000,707.0,0.707
mux20,1000.0,0.0006857951862824582,1,1000,700.0,0.7
mux20,1000.0,0.0006857951862824582,2,1000,827.0,0.827
mux20,1000.0,0.0006857951862824582,3,1000,805.0,0.805
mux20,1000.0,0.0006857951862824582,4,1000,813.0,0.813
mux20,1000.0,0.0006857951862824582,5,1000,616.0,0.616
mux20,1000.0,0.0006857951862824582,6,1000,780.0,0.78
mux20,1000.0,0.0006857951862824582,7,1000,629.0,0.629
mux20,1000.0,0.0006857951862824582,8,1000,724.0,0.724
mux20,1000.0,0.0006857951862824582,9,1000,815.0,0.815
mux20,1000.0,0.0006857951862824582,10,1000,276.0,0.276
mux20,1000.0,0.0006857951862824582,11,1000,821.0,0.821
mux20,1000.0,0.0006857951862824582,12,1000,815.0,0.815
mux20,1000.0,0.0006857951862824582,13,1000,746.0,0.746
mux20,1000.0,0.0006857951862824582,14,1000,873.0,0.873
mux20,1000.0,0.0006857951862824582,15,1000,748.0,0.748
mux20,1000.0,0.0006857951862824582,16,1000,805.0,0.805
mux20,1000.0,0.0006857951862824582,17,1000,826.0,0.826
mux20,1000.0,0.0006857951862824582,18,1000,859.0,0.859
mux20,1000.0,0.0006857951862824582,19,1000,716.0,0.716
mux20,1000.0,0.0006857951862824582,20,1000,540.0,0.54
mux20,1000.0,0.0006857951862824582,21,1000,868.0,0.868
mux20,1000.0,0.0006857951862824582,22,1000,715.0,0.715
mux20,1000.0,0.0006857951862824582,23,1000,857.0,0.857
mux20,1000.0,0.0006857951862824582,24,1000,699.0,0.699
mux20,1000.0,0.0006857951862824582,25,1000,781.0,0.781
mux20,1000.0,0.0006857951862824582,26,1000,830.0,0.83
mux20,1000.0,0.0006857951862824582,27,1000,880.0,0.88
mux20,1000.0,0.0006857951862824582,28,1000,768.0,0.768
mux20,1000.0,0.0006857951862824582,29,1000,408.0,0.408
mux20,1000.0,0.0006857951862824582,30,1000,847.0,0.847
mux20,1000.0,0.0006857951862824582,31,1000,803.0,0.803
mux20,1000.0,0.0006857951862824582,32,1000,870.0,0.87
mux20,1000.0,0.0006857951862824582,33,1000,873.0,0.873
mux20,1000.0,0.0006857951862824582,34,1000,827.0,0.827
mux20,1000.0,0.0006857951862824582,35,1000,855.0,0.855
mux20,1000.0,0.0006857951862824582,36,1000,872.0,0.872
mux20,1000.0,0.0006857951862824582,37,1000,802.0,0.802
mux20,1000.0,0.0006857951862824582,38,1000,832.0,0.832
mux20,1000.0,0.0006857951862824582,39,1000,834.0,0.834
mux20,1000.0,0.0008000000000000004,0,1000,821.0,0.821
mux20,1000.0,0.0008000000000000004,1,1000,878.0,0.878
mux20,1000.0,0.0008000000000000004,2,1000,813.0,0.813
mux20,1000.0,0.0008000000000000004,3,1000,829.0,0.829
mux20,1000.0,0.0008000000000000004,4,1000,892.0,0.892
mux20,1000.0,0.0008000000000000004,5,1000,852.0,0.852
mux20,1000.0,0.0008000000000000004,6,1000,755.0,0.755
mux20,1000.0,0.0008000000000000004,7,1000,870.0,0.87
mux20,1000.0,0.0008000000000000004,8,1000,859.0,0.859
mux20,1000.0,0.0008000000000000004,9,1000,829.0,0.829
mux20,1000.0,0.0008000000000000004,10,1000,787.0,0.787
mux20,1000.0,0.0008000000000000004,11,1000,804.0,0.804
mux20,1000.0,0.0008000000000000004,12,1000,889.0,0.889
mux20,1000.0,0.0008000000000000004,13,1000,779.0,0.779
mux20,1000.0,0.0008000000000000004,14,1000,823.0,0.823
mux20,1000.0,0.0008000000000000004,15,1000,864.0,0.864
mux20,1000.0,0.0008000000000000004,16,1000,888.0,0.888
mux20,1000.0,0.0008000000000000004,17,1000,861.0,0.861
mux20,1000.0,0.0008000000000000004,18,1000,863.0,0.863
mux20,1000.0,0.0008000000000000004,19,1000,794.0,0.794
mux20,1000.0,0.0008000000000000004,20,1000,901.0,0.901
mux20,1000.0,0.0008000000000000004,21,1000,854.0,0.854
mux20,1000.0,0.0008000000000000004,22,1000,908.0,0.908
mux20,1000.0,0.0008000000000000004,23,1000,856.0,0.856
mux20,1000.0,0.0008000000000000004,24,1000,876.0,0.876
mux20,1000.0,0.0008000000000000004,25,1000,833.0,0.833
mux20,1000.0,0.0008000000000000004,26,1000,858.0,0.858
mux20,1000.0,0.0008000000000000004,27,1000,774.0,0.774
mux20,1000.0,0.0008000000000000004,28,1000,826.0,0.826
mux20,1000.0,0.0008000000000000004,29,1000,892.0,0.892
mux20,1000.0,0.0008000000000000004,30,1000,676.0,0.676
mux20,1000.0,0.0008000000000000004,31,1000,829.0,0.829
mux20,1000.0,0.0008000000000000004,32,1000,876.0,0.876
mux20,1000.0,0.0008000000000000004,33,1000,840.0,0.84
mux20,1000.0,0.0008000000000000004,34,1000,905.0,0.905
mux20,1000.0,0.0008000000000000004,35,1000,936.0,0.936
mux20,1000.0,0.0008000000000000004,36,1000,778.0,0.778
mux20,1000.0,0.0008000000000000004,37,1000,900.0,0.9
mux20,1000.0,0.0008000000000000004,38,1000,897.0,0.897
mux20,1000.0,0.0008000000000000004,39,1000,888.0,0.888
