mux_type,k_min,M,density,rep,N,avg_skr,avg_qber,avg_fidelity,avg_ent_rate,reachability
no_mux,100,1,0.0008286427728546842,2,1000,187.35728584462203,0.10911759015010392,0.8363236147748442,582.8619562638853,0.006306306306306306
no_mux,100,1,0.0008286427728546842,3,1000,122.82417851451727,0.14835253668195653,0.7774711949770652,385.5433374282414,0.006026026026026026
no_mux,100,1,0.0008286427728546842,4,1000,141.59568930444348,0.12890518750751168,0.8066422187387325,440.6692908188649,0.006226226226226227
no_mux,100,1,0.0008286427728546842,5,1000,187.08341678758921,0.09097638693357696,0.8635354195996345,577.7871645648222,0.006636636636636636
no_mux,100,1,0.0008286427728546842,6,1000,82.80045337959216,0.1733255440639829,0.7400116839040256,277.4867932907535,0.007987987987987989
no_mux,100,1,0.0008286427728546842,7,1000,165.89179511698546,0.11315490103041682,0.8302676484543747,516.4672053849316,0.006866866866866867
no_mux,100,1,0.0008286427728546842,8,1000,152.62952630635223,0.1364465344634852,0.7953301983047721,466.56743350609185,0.006706706706706707
no_mux,100,1,0.0008286427728546842,9,1000,211.92884377064834,0.11185584731327815,0.8322162290300829,626.303922382801,0.005245245245245245
no_mux,100,1,0.0010481131341546852,0,1000,78.18785005190145,0.15831545202678476,0.7625268219598228,269.52175029263253,0.007387387387387387
no_mux,100,1,0.0010481131341546852,1,1000,60.43946434253935,0.2130044712336541,0.6804932931495188,212.99529799618708,0.011071071071071071
no_mux,100,1,0.0010481131341546852,2,1000,103.8607256459106,0.15446279562226556,0.7683058065666016,338.3572028493411,0.0077177177177177175
no_mux,100,1,0.0010481131341546852,3,1000,130.1277587315097,0.1277701860629539,0.8083447209055692,415.295384113215,0.00945945945945946
no_mux,100,1,0.0010481131341546852,4,1000,115.8580258813377,0.13045638953686162,0.8043154156947077,380.4132591775269,0.007397397397397397
no_mux,100,1,0.0010481131341546852,5,1000,77.25122944595975,0.1724040712352097,0.7413938931471855,265.09344248086455,0.009489489489489489
no_mux,100,1,0.0010481131341546852,6,1000,103.94791904557933,0.13743748562539818,0.7938437715619028,347.2387081754086,0.008678678678678678
no_mux,100,1,0.0010481131341546852,7,1000,91.03283941342092,0.20479292687693393,0.6928106096845992,298.7486282801248,0.00964964964964965
no_mux,100,1,0.0010481131341546852,8,1000,54.22765853519569,0.18148851848419234,0.7277672222737116,204.70316489083035,0.012322322322322322
no_mux,100,1,0.0010481131341546852,9,1000,102.24525775776218,0.13369942939740825,0.7994508559038876,340.28166498438355,0.0076276276276276275
no_mux,100,1,0.0013257113655901094,0,1000,48.956343549149,0.2104375107494814,0.6843437338757778,185.16752243219676,0.00991991991991992
no_mux,100,1,0.0013257113655901094,1,1000,82.23253530417892,0.16725175400472386,0.7491223689929142,284.35931061919916,0.008538538538538538
no_mux,100,1,0.0013257113655901094,2,1000,66.4671513392002,0.19645740855895916,0.7053138871615612,231.58783339828776,0.01077077077077077
no_mux,100,1,0.0013257113655901094,3,1000,115.57916354704139,0.12688473020526672,0.8096729046921,390.37091537674746,0.01001001001001001
no_mux,100,1,0.0013257113655901094,4,1000,97.51199121330009,0.13795009195594826,0.7930748620660776,337.49738300261,0.013783783783783784
no_mux,100,1,0.0013257113655901094,5,1000,93.14244068476468,0.16919525572610933,0.746207116410836,321.41246934861726,0.011531531531531532
no_mux,100,1,0.0013257113655901094,6,1000,81.6582060390985,0.15068038311454782,0.7739794253281782,283.4353406929661,0.00986986986986987
no_mux,100,1,0.0013257113655901094,7,1000,134.63386651264506,0.1308927730578885,0.8036608404131673,440.9553689329607,0.009189189189189189
no_mux,100,1,0.0013257113655901094,8,1000,114.94313001225352,0.13734722802499152,0.7939791579625127,370.81569061077164,0.005945945945945946
no_mux,100,1,0.0013257113655901094,9,1000,57.74541339226506,0.25604204152588556,0.6159369377111716,197.98647040648416,0.01029029029029029
no_mux,100,1,0.0016768329368110084,0,1000,110.20190778957186,0.1335816492103182,0.7996275261845227,371.51320173009367,0.008548548548548548
no_mux,100,1,0.0016768329368110084,1,1000,24.33719310303756,0.2974850795239045,0.5537723807141433,95.78311130955936,0.015915915915915915
no_mux,100,1,0.0016768329368110084,2,1000,26.64340489088194,0.28104336278718045,0.5784349558192292,107.68030388412633,0.013673673673673673
no_mux,100,1,0.0016768329368110084,3,1000,30.145966966386386,0.246912655476774,0.629631016784839,123.14677579214906,0.012912912912912912
no_mux,100,1,0.0016768329368110084,4,1000,53.388012841585194,0.2378950151457489,0.6431574772813767,190.15990314835054,0.015315315315315315
