param,param_value,mux_type,k_min,M,density,rep,N,avg_skr,avg_qber,avg_fidelity,avg_ent_rate,reachability
eta_total,0.09714285714285714,no_mux,100,1,1.0,1,1000,7.058362690840727,0.12017441854384411,0.8197383721842338,98.37080822810492,0.3884924924924925
eta_total,0.16428571428571428,no_mux,100,1,1.0,1,1000,42.1952741172541,0.08242196403948217,0.8763670539407767,293.1049166795048,0.8808248248248248
eta_total,0.23142857142857143,no_mux,100,1,1.0,1,1000,105.76989963182113,0.07101817140750626,0.8934727428887407,593.55227760289,0.9685685685685685
eta_total,0.2985714285714286,no_mux,100,1,1.0,1,1000,193.09272076676362,0.06629172563257922,0.9005624115511311,999.1313846166476,0.980970970970971
eta_total,0.36571428571428577,no_mux,100,1,1.0,1,1000,299.26610604970773,0.06421042977417529,0.903684355338737,1494.7175104340652,0.9792872872872873
eta_total,0.43285714285714283,no_mux,100,1,1.0,1,1000,431.39112959406293,0.06262758837580923,0.9060586174362861,2107.061133188192,0.9829869869869869
eta_total,0.5,no_mux,100,1,1.0,1,1000,597.1983656717098,0.06132072331785759,0.9080189150232136,2843.7783146447696,0.9927107107107107
alpha,0.14,no_mux,100,1,1.0,1,1000,348.78582484506165,0.06344803799517526,0.9048279430072371,1730.076862797308,0.9814834834834835
alpha,0.15142857142857144,no_mux,100,1,1.0,1,1000,341.9426741592066,0.06327645705238856,0.9050853144214172,1680.2490965141021,0.9774914914914915
alpha,0.16285714285714287,no_mux,100,1,1.0,1,1000,326.2254371622229,0.06336574153376902,0.9049513876993464,1608.2000064053177,0.9789349349349349
alpha,0.1742857142857143,no_mux,100,1,1.0,1,1000,308.19561945430814,0.06418011866200705,0.9037298220069894,1540.6627064953348,0.9788528528528528
alpha,0.18571428571428572,no_mux,100,1,1.0,1,1000,300.5761282043896,0.0638857452406884,0.9041713821389674,1492.3879203888823,0.9799439439439439
alpha,0.19714285714285715,no_mux,100,1,1.0,1,1000,285.1043145295485,0.06465502174380458,0.903017467384293,1431.596680627695,0.9781481481481481
alpha,0.20857142857142857,no_mux,100,1,1.0,1,1000,276.4678570358067,0.06447906489684421,0.9032814026547338,1384.747977614872,0.9809389389389389
alpha,0.22,no_mux,100,1,1.0,1,1000,262.61900924612326,0.06499608082716565,0.9025058787592515,1324.201439890169,0.9804504504504504
V,0.8,no_mux,100,1,1.0,1,1000,4.625434753394574,0.20672196210391744,0.6899170568441239,1172.0566309546484,0.004182182182182182
V,0.8271428571428572,no_mux,100,1,1.0,1,1000,6.032337331540434,0.1848359053483416,0.7227461419774874,1232.7195398154586,0.06244044044044044
V,0.8542857142857143,no_mux,100,1,1.0,1,1000,23.02667776998291,0.15987127838667325,0.7601930824199902,1302.700091039239,0.11731131131131131
V,0.8814285714285715,no_mux,100,1,1.0,1,1000,41.08007850213934,0.13513881221735563,0.7972917816739665,1355.9406439673344,0.11507907907907908
V,0.9085714285714286,no_mux,100,1,1.0,1,1000,97.63795197930375,0.10873099430401036,0.8369035085439845,1408.4341276687414,0.43970770770770773
V,0.9357142857142857,no_mux,100,1,1.0,1,1000,217.4082002576995,0.079876790843501,0.8801848137347486,1485.5536405372595,0.9239319319319319
V,0.9628571428571429,no_mux,100,1,1.0,1,1000,393.10517949199715,0.049584877898631544,0.9256226831520526,1541.828214542168,0.9995435435435436
V,0.99,no_mux,100,1,1.0,1,1000,639.8523024369209,0.01757034572675993,0.9736444814098602,1622.6876954777672,1.0
P_BSM,0.1,no_mux,100,1,1.0,2,1000,22.8884369793798,0.06216225113388021,0.9067566232991797,68.99831762410045,0.994954954954955
P_BSM,0.2285714285714286,no_mux,100,1,1.0,2,1000,41.23786237573916,0.06262523724645133,0.9060621441303229,144.016371995575,0.9943403403403404
P_BSM,0.3571428571428572,no_mux,100,1,1.0,2,1000,68.09709262224531,0.06253504837780956,0.9061974274332857,262.03979348621266,0.9948368368368369
P_BSM,0.48571428571428577,no_mux,100,1,1.0,2,1000,102.34890441361854,0.06233182949736189,0.9065022557539572,424.1507520539909,0.9961721721721721
P_BSM,0.6142857142857143,no_mux,100,1,1.0,2,1000,145.83684975819227,0.06225638313030448,0.9066154253045433,637.9121955256961,0.9953713713713713
