mux_type,k_min,density,rep,N,N_gcc,giant_fraction
mux20,10000.0,0.00030000000000000014,6,1000,26.0,0.026
mux20,100.0,0.00030000000000000014,7,1000,820.0,0.82
mux20,1000.0,0.00030000000000000014,7,1000,204.0,0.204
mux20,10000.0,0.00030000000000000014,7,1000,26.0,0.026
mux20,100.0,0.00030000000000000014,8,1000,797.0,0.797
mux20,1000.0,0.00030000000000000014,8,1000,190.0,0.19
mux20,10000.0,0.00030000000000000014,8,1000,52.0,0.052
mux20,100.0,0.00030000000000000014,9,1000,657.0,0.657
mux20,1000.0,0.00030000000000000014,9,1000,157.0,0.157
mux20,10000.0,0.00030000000000000014,9,1000,23.0,0.023
mux20,100.0,0.0003822824957109402,0,1000,803.0,0.803
mux20,1000.0,0.0003822824957109402,0,1000,286.0,0.286
mux20,10000.0,0.0003822824957109402,0,1000,50.0,0.05
mux20,100.0,0.0003822824957109402,1,1000,830.0,0.83
mux20,1000.0,0.0003822824957109402,1,1000,201.0,0.201
mux20,10000.0,0.0003822824957109402,1,1000,51.0,0.051
mux20,100.0,0.0003822824957109402,2,1000,829.0,0.829
mux20,1000.0,0.0003822824957109402,2,1000,220.0,0.22
mux20,10000.0,0.0003822824957109402,2,1000,30.0,0.03
mux20,100.0,0.0003822824957109402,3,1000,834.0,0.834
mux20,1000.0,0.0003822824957109402,3,1000,261.0,0.261
mux20,10000.0,0.0003822824957109402,3,1000,32.0,0.032
mux20,100.0,0.0003822824957109402,4,1000,865.0,0.865
mux20,1000.0,0.0003822824957109402,4,1000,359.0,0.359
mux20,10000.0,0.0003822824957109402,4,1000,36.0,0.036
mux20,100.0,0.0003822824957109402,5,1000,846.0,0.846
mux20,1000.0,0.0003822824957109402,5,1000,198.0,0.198
mux20,10000.0,0.0003822824957109402,5,1000,36.0,0.036
mux20,100.0,0.0003822824957109402,6,1000,714.0,0.714
mux20,1000.0,0.0003822824957109402,6,1000,167.0,0.167
mux20,10000.0,0.0003822824957109402,6,1000,37.0,0.037
mux20,100.0,0.0003822824957109402,7,1000,857.0,0.857
mux20,1000.0,0.0003822824957109402,7,1000,395.0,0.395
mux20,10000.0,0.0003822824957109402,7,1000,38.0,0.038
mux20,100.0,0.0003822824957109402,8,1000,753.0,0.753
mux20,1000.0,0.0003822824957109402,8,1000,246.0,0.246
mux20,10000.0,0.0003822824957109402,8,1000,23.0,0.023
mux20,100.0,0.0003822824957109402,9,1000,853.0,0.853
mux20,1000.0,0.0003822824957109402,9,1000,325.0,0.325
mux20,10000.0,0.0003822824957109402,9,1000,38.0,0.038
mux20,100.0,0.0004871330217566165,0,1000,913.0,0.913
mux20,1000.0,0.0004871330217566165,0,1000,620.0,0.62
mux20,10000.0,0.0004871330217566165,0,1000,56.0,0.056
mux20,100.0,0.0004871330217566165,1,1000,828.0,0.828
mux20,1000.0,0.0004871330217566165,1,1000,409.0,0.409
mux20,10000.0,0.0004871330217566165,1,1000,44.0,0.044
mux20,100.0,0.0004871330217566165,2,1000,903.0,0.903
mux20,1000.0,0.0004871330217566165,2,1000,502.0,0.502
mux20,10000.0,0.0004871330217566165,2,1000,79.0,0.079
mux20,100.0,0.0004871330217566165,3,1000,840.0,0.84
mux20,1000.0,0.0004871330217566165,3,1000,359.0,0.359
mux20,10000.0,0.0004871330217566165,3,1000,69.0,0.069
mux20,100.0,0.0004871330217566165,4,1000,900.0,0.9
mux20,1000.0,0.0004871330217566165,4,1000,334.0,0.334
mux20,10000.0,0.0004871330217566165,4,1000,67.0,0.067
mux20,100.0,0.0004871330217566165,5,1000,922.0,0.922
mux20,1000.0,0.0004871330217566165,5,1000,764.0,0.764
mux20,10000.0,0.0004871330217566165,5,1000,75.0,0.075
mux20,100.0,0.0004871330217566165,6,1000,873.0,0.873
mux20,1000.0,0.0004871330217566165,6,1000,320.0,0.32
mux20,10000.0,0.0004871330217566165,6,1000,58.0,0.058
mux20,100.0,0.0004871330217566165,7,1000,814.0,0.814
mux20,1000.0,0.0004871330217566165,7,1000,327.0,0.327
mux20,10000.0,0.0004871330217566165,7,1000,59.0,0.059
mux20,100.0,0.0004871330217566165,8,1000,894.0,0.894
mux20,1000.0,0.0004871330217566165,8,1000,425.0,0.425
mux20,10000.0,0.0004871330217566165,8,1000,41.0,0.041
mux20,100.0,0.0004871330217566165,9,1000,864.0,0.864
mux20,1000.0,0.0004871330217566165,9,1000,732.0,0.732
mux20,10000.0,0.0004871330217566165,9,1000,34.0,0.034
mux20,100.0,0.0006207414243344372,0,1000,792.0,0.792
mux20,1000.0,0.0006207414243344372,0,1000,229.0,0.229
mux20,10000.0,0.0006207414243344372,0,1000,42.0,0.042
mux20,100.0,0.0006207414243344372,1,1000,869.0,0.869
mux20,1000.0,0.0006207414243344372,1,1000,697.0,0.697
mux20,10000.0,0.0006207414243344372,1,1000,78.0,0.078
mux20,100.0,0.0006207414243344372,2,1000,941.0,0.941
mux20,1000.0,0.0006207414243344372,2,1000,812.0,0.812
mux20,10000.0,0.0006207414243344372,2,1000,104.0,0.104
mux20,100.0,0.0006207414243344372,3,1000,909.0,0.909
mux20,1000.0,0.0006207414243344372,3,1000,789.0,0.789
mux20,10000.0,0.0006207414243344372,3,1000,140.0,0.14
mux20,100.0,0.0006207414243344372,4,1000,927.0,0.927
mux20,1000.0,0.0006207414243344372,4,1000,337.0,0.337
mux20,10000.0,0.0006207414243344372,4,1000,76.0,0.076
mux20,100.0,0.0006207414243344372,5,1000,916.0,0.916
mux20,1000.0,0.0006207414243344372,5,1000,801.0,0.801
mux20,10000.0,0.0006207414243344372,5,1000,105.0,0.105
mux20,100.0,0.0006207414243344372,6,1000,916.0,0.916
mux20,1000.0,0.0006207414243344372,6,1000,737.0,0.737
mux20,10000.0,0.0006207414243344372,6,1000,85.0,0.085
mux20,100.0,0.0006207414243344372,7,1000,879.0,0.879
mux20,1000.0,0.0006207414243344372,7,1000,813.0,0.813
mux20,10000.0,0.0006207414243344372,7,1000,62.0,0.062
mux20,100.0,0.0006207414243344372,8,1000,893.0,0.893
mux20,1000.0,0.0006207414243344372,8,1000,573.0,0.573
mux20,10000.0,0.0006207414243344372,8,1000,61.0,0.061
mux20,100.0,0.0006207414243344372,9,1000,907.0,0.907
mux20,1000.0,0.0006207414243344372,9,1000,776.0,0.776
mux20,10000.0,0.0006207414243344372,9,1000,57.0,0.057
mux20,100.0,0.0007909952696191077,0,1000,886.0,0.886
mux20,1000.0,0.0007909952696191077,0,1000,780.0,0.78
mux20,10000.0,0.0007909952696191077,0,1000,142.0,0.142
mux20,100.0,0.0007909952696191077,1,1000,883.0,0.883
mux20,1000.0,0.0007909952696191077,1,1000,795.0,0.795
mux20,10000.0,0.0007909952696191077,1,1000,112.0,0.112
mux20,100.0,0.0007909952696191077,2,1000,936.0,0.936
mux20,1000.0,0.0007909952696191077,2,1000,880.0,0.88
mux20,10000.0,0.0007909952696191077,2,1000,68.0,0.068
mux20,100.0,0.0007909952696191077,3,1000,948.0,0.948
mux20,1000.0,0.0007909952696191077,3,1000,871.0,0.871
mux20,10000.0,0.0007909952696191077,3,1000,125.0,0.125
mux20,100.0,0.0007909952696191077,4,1000,935.0,0.935
mux20,1000.0,0.0007909952696191077,4,1000,841.0,0.841
mux20,10000.0,0.0007909952696191077,4,1000,94.0,0.094
mux20,100.0,0.0007909952696191077,5,1000,928.0,0.928
mux20,1000.0,0.0007909952696191077,5,1000,883.0,0.883
mux20,10000.0,0.0007909952696191077,5,1000,115.0,0.115
mux20,100.0,0.0007909952696191077,6,1000,862.0,0.862
mux20,1000.0,0.0007909952696191077,6,1000,705.0,0.705
mux20,10000.0,0.0007909952696191077,6,1000,77.0,0.077
mux20,100.0,0.0007909952696191077,7,1000,936.0,0.936
mux20,1000.0,0.0007909952696191077,7,1000,854.0,0.854
mux20,10000.0,0.0007909952696191077,7,1000,124.0,0.124
mux20,100.0,0.0007909952696191077,8,1000,925.0,0.925
mux20,1000.0,0.0007909952696191077,8,1000,857.0,0.857
mux20,10000.0,0.0007909952696191077,8,1000,75.0,0.075
mux20,100.0,0.0007909952696191077,9,1000,928.0,0.928
mux20,1000.0,0.0007909952696191077,9,1000,860.0,0.86
mux20,10000.0,0.0007909952696191077,9,1000,99.0,0.099
mux20,100.0,0.0010079454858851348,0,1000,938.0,0.938
mux20,1000.0,0.0010079454858851348,0,1000,894.0,0.894
mux20,10000.0,0.0010079454858851348,0,1000,176.0,0.176
mux20,100.0,0.0010079454858851348,1,1000,938.0,0.938
mux20,1000.0,0.0010079454858851348,1,1000,904.0,0.904
mux20,10000.0,0.0010079454858851348,1,1000,256.0,0.256
mux20,100.0,0.0010079454858851348,2,1000,929.0,0.929
mux20,1000.0,0.0010079454858851348,2,1000,882.0,0.882
mux20,10000.0,0.0010079454858851348,2,1000,272.0,0.272
mux20,100.0,0.0010079454858851348,3,1000,943.0,0.943
mux20,1000.0,0.0010079454858851348,3,1000,885.0,0.885
mux20,10000.0,0.0010079454858851348,3,1000,283.0,0.283
mux20,100.0,0.0010079454858851348,4,1000,898.0,0.898
mux20,1000.0,0.0010079454858851348,4,1000,799.0,0.799
mux20,10000.0,0.0010079454858851348,4,1000,160.0,0.16
mux20,100.0,0.0010079454858851348,5,1000,895.0,0.895
mux20,1000.0,0.0010079454858851348,5,1000,833.0,0.833
mux20,10000.0,0.0010079454858851348,5,1000,228.0,0.228
mux20,100.0,0.0010079454858851348,6,1000,947.0,0.947
mux20,1000.0,0.0010079454858851348,6,1000,902.0,0.902
mux20,10000.0,0.0010079454858851348,6,1000,217.0,0.217
mux20,100.0,0.0010079454858851348,7,1000,955.0,0.955
mux20,1000.0,0.0010079454858851348,7,1000,915.0,0.915
mux20,10000.0,0.0010079454858851348,7,1000,285.0,0.285
mux20,100.0,0.0010079454858851348,8,1000,933.0,0.933
mux20,1000.0,0.0010079454858851348,8,1000,884.0,0.884
mux20,10000.0,0.0010079454858851348,8,1000,152.0,0.152
mux20,100.0,0.0010079454858851348,9,1000,935.0,0.935
mux20,1000.0,0.0010079454858851348,9,1000,882.0,0.882
mux20,10000.0,0.0010079454858851348,9,1000,409.0,0.409
mux20,100.0,0.0012843997196158193,0,1000,931.0,0.931
mux20,1000.0,0.0012843997196158193,0,1000,852.0,0.852
mux20,10000.0,0.0012843997196158193,0,1000,372.0,0.372
mux20,100.0,0.0012843997196158193,1,1000,941.0,0.941
mux20,1000.0,0.0012843997196158193,1,1000,901.0,0.901
mux20,10000.0,0.0012843997196158193,1,1000,341.0,0.341
mux20,100.0,0.0012843997196158193,2,1000,922.0,0.922
mux20,1000.0,0.0012843997196158193,2,1000,868.0,0.868
mux20,10000.0,0.0012843997196158193,2,1000,503.0,0.503
mux20,100.0,0.0012843997196158193,3,1000,927.0,0.927
mux20,1000.0,0.0012843997196158193,3,1000,875.0,0.875
mux20,10000.0,0.0012843997196158193,3,1000,535.0,0.535
mux20,100.0,0.0012843997196158193,4,1000,960.0,0.96
mux20,1000.0,0.0012843997196158193,4,1000,912.0,0.912
mux20,10000.0,0.0012843997196158193,4,1000,489.0,0.489
mux20,100.0,0.0012843997196158193,5,1000,948.0,0.948
mux20,1000.0,0.0012843997196158193,5,1000,910.0,0.91
mux20,10000.0,0.0012843997196158193,5,1000,236.0,0.236
mux20,100.0,0.0012843997196158193,6,1000,955.0,0.955
mux20,1000.0,0.0012843997196158193,6,1000,919.0,0.919
mux20,10000.0,0.0012843997196158193,6,1000,551.0,0.551
mux20,100.0,0.0012843997196158193,7,1000,955.0,0.955
mux20,1000.0,0.0012843997196158193,7,1000,911.0,0.911
mux20,10000.0,0.0012843997196158193,7,1000,442.0,0.442
mux20,100.0,0.0012843997196158193,8,1000,949.0,0.949
mux20,1000.0,0.0012843997196158193,8,1000,927.0,0.927
mux20,10000.0,0.0012843997196158193,8,1000,256.0,0.256
mux20,100.0,0.0012843997196158193,9,1000,953.0,0.953
mux20,1000.0,0.0012843997196158193,9,1000,921.0,0.921
mux20,10000.0,0.0012843997196158193,9,1000,379.0,0.379
mux20,100.0,0.0016366784343505565,0,1000,953.0,0.953
mux20,1000.0,0.0016366784343505565,0,1000,918.0,0.918
mux20,10000.0,0.0016366784343505565,0,1000,682.0,0.682
mux20,100.0,0.0016366784343505565,1,1000,964.0,0.964
mux20,1000.0,0.0016366784343505565,1,1000,930.0,0.93
mux20,10000.0,0.0016366784343505565,1,1000,722.0,0.722
mux20,100.0,0.0016366784343505565,2,1000,981.0,0.981
mux20,1000.0,0.0016366784343505565,2,1000,950.0,0.95
mux20,10000.0,0.0016366784343505565,2,1000,778.0,0.778
mux20,100.0,0.0016366784343505565,3,1000,970.0,0.97
mux20,1000.0,0.0016366784343505565,3,1000,943.0,0.943
mux20,10000.0,0.0016366784343505565,3,1000,724.0,0.724
mux20,100.0,0.0016366784343505565,4,1000,965.0,0.965
mux20,1000.0,0.0016366784343505565,4,1000,922.0,0.922
mux20,10000.0,0.0016366784343505565,4,1000,538.0,0.538
mux20,100.0,0.0016366784343505565,5,1000,944.0,0.944
mux20,1000.0,0.0016366784343505565,5,1000,897.0,0.897
mux20,10000.0,0.0016366784343505565,5,1000,457.0,0.457
mux20,100.0,0.0016366784343505565,6,1000,965.0,0.965
mux20,1000.0,0.0016366784343505565,6,1000,932.0,0.932
mux20,10000.0,0.0016366784343505565,6,1000,372.0,0.372
mux20,100.0,0.0016366784343505565,7,1000,966.0,0.966
mux20,1000.0,0.0016366784343505565,7,1000,912.0,0.912
mux20,10000.0,0.0016366784343505565,7,1000,428.0,0.428
mux20,100.0,0.0016366784343505565,8,1000,971.0,0.971
mux20,1000.0,0.0016366784343505565,8,1000,941.0,0.941
mux20,10000.0,0.0016366784343505565,8,1000,648.0,0.648
mux20,100.0,0.0016366784343505565,9,1000,950.0,0.95
mux20,1000.0,0.0016366784343505565,9,1000,922.0,0.922
mux20,10000.0,0.0016366784343505565,9,1000,742.0,0.742
mux20,100.0,0.0020855783885326824,0,1000,964.0,0.964
mux20,1000.0,0.0020855783885326824,0,1000,912.0,0.912
mux20,10000.0,0.0020855783885326824,0,1000,694.0,0.694
mux20,100.0,0.0020855783885326824,1,1000,972.0,0.972
mux20,1000.0,0.0020855783885326824,1,1000,938.0,0.938
mux20,10000.0,0.0020855783885326824,1,1000,849.0,0.849
mux20,100.0,0.0020855783885326824,2,1000,970.0,0.97
mux20,1000.0,0.0020855783885326824,2,1000,935.0,0.935
mux20,10000.0,0.0020855783885326824,2,1000,838.0,0.838
mux20,100.0,0.0020855783885326824,3,1000,964.0,0.964
mux20,1000.0,0.0020855783885326824,3,1000,922.0,0.922
mux20,10000.0,0.0020855783885326824,3,1000,824.0,0.824
mux20,100.0,0.0020855783885326824,4,1000,941.0,0.941
mux20,1000.0,0.0020855783885326824,4,1000,895.0,0.895
mux20,10000.0,0.0020855783885326824,4,1000,746.0,0.746
mux20,100.0,0.0020855783885326824,5,1000,966.0,0.966
mux20,1000.0,0.0020855783885326824,5,1000,920.0,0.92
mux20,10000.0,0.0020855783885326824,5,1000,752.0,0.752
mux20,100.0,0.0020855783885326824,6,1000,987.0,0.987
mux20,1000.0,0.0020855783885326824,6,1000,966.0,0.966
mux20,10000.0,0.0020855783885326824,6,1000,900.0,0.9
mux20,100.0,0.0020855783885326824,7,1000,965.0,0.965
mux20,1000.0,0.0020855783885326824,7,1000,924.0,0.924
mux20,10000.0,0.0020855783885326824,7,1000,792.0,0.792
mux20,100.0,0.0020855783885326824,8,1000,968.0,0.968
mux20,1000.0,0.0020855783885326824,8,1000,942.0,0.942
mux20,10000.0,0.0020855783885326824,8,1000,856.0,0.856
mux20,100.0,0.0020855783885326824,9,1000,978.0,0.978
mux20,1000.0,0.0020855783885326824,9,1000,955.0,0.955
mux20,10000.0,0.0020855783885326824,9,1000,840.0,0.84
mux20,100.0,0.002657600371230248,0,1000,950.0,0.95
mux20,1000.0,0.002657600371230248,0,1000,912.0,0.912
mux20,10000.0,0.002657600371230248,0,1000,756.0,0.756
mux20,100.0,0.002657600371230248,1,1000,977.0,0.977
mux20,1000.0,0.002657600371230248,1,1000,956.0,0.956
mux20,10000.0,0.002657600371230248,1,1000,893.0,0.893
mux20,100.0,0.002657600371230248,2,1000,970.0,0.97
mux20,1000.0,0.002657600371230248,2,1000,937.0,0.937
mux20,10000.0,0.002657600371230248,2,1000,863.0,0.863
mux20,100.0,0.002657600371230248,3,1000,976.0,0.976
mux20,1000.0,0.002657600371230248,3,1000,947.0,0.947
mux20,10000.0,0.002657600371230248,3,1000,842.0,0.842
mux20,100.0,0.002657600371230248,4,1000,977.0,0.977
mux20,1000.0,0.002657600371230248,4,1000,951.0,0.951
mux20,10000.0,0.002657600371230248,4,1000,805.0,0.805
mux20,100.0,0.002657600371230248,5,1000,981.0,0.981
mux20,1000.0,0.002657600371230248,5,1000,958.0,0.958
mux20,10000.0,0.002657600371230248,5,1000,892.0,0.892
mux20,100.0,0.002657600371230248,6,1000,982.0,0.982
mux20,1000.0,0.002657600371230248,6,1000,955.0,0.955
mux20,10000.0,0.002657600371230248,6,1000,870.0,0.87
mux20,100.0,0.002657600371230248,7,1000,981.0,0.981
mux20,1000.0,0.002657600371230248,7,1000,945.0,0.945
mux20,10000.0,0.002657600371230248,7,1000,836.0,0.836
mux20,100.0,0.002657600371230248,8,1000,976.0,0.976
mux20,1000.0,0.002657600371230248,8,1000,954.0,0.954
mux20,10000.0,0.002657600371230248,8,1000,885.0,0.885
mux20,100.0,0.002657600371230248,9,1000,967.0,0.967
mux20,1000.0,0.002657600371230248,9,1000,944.0,0.944
mux20,10000.0,0.002657600371230248,9,1000,819.0,0.819
mux20,100.0,0.0033865136750540663,0,1000,980.0,0.98
mux20,1000.0,0.0033865136750540663,0,1000,956.0,0.956
mux20,10000.0,0.0033865136750540663,0,1000,819.0,0.819
mux20,100.0,0.0033865136750540663,1,1000,969.0,0.969
mux20,1000.0,0.0033865136750540663,1,1000,947.0,0.947
mux20,10000.0,0.0033865136750540663,1,1000,853.0,0.853
mux20,100.0,0.0033865136750540663,2,1000,982.0,0.982
mux20,1000.0,0.0033865136750540663,2,1000,970.0,0.97
mux20,10000.0,0.0033865136750540663,2,1000,908.0,0.908
mux20,100.0,0.0033865136750540663,3,1000,986.0,0.986
mux20,1000.0,0.0033865136750540663,3,1000,970.0,0.97
mux20,10000.0,0.0033865136750540663,3,1000,894.0,0.894
mux20,100.0,0.0033865136750540663,4,1000,988.0,0.988
mux20,1000.0,0.0033865136750540663,4,1000,972.0,0.972
mux20,10000.0,0.0033865136750540663,4,1000,912.0,0.912
mux20,100.0,0.0033865136750540663,5,1000,981.0,0.981
mux20,1000.0,0.0033865136750540663,5,1000,959.0,0.959
mux20,10000.0,0.0033865136750540663,5,1000,881.0,0.881
mux20,100.0,0.0033865136750540663,6,1000,987.0,0.987
mux20,1000.0,0.0033865136750540663,6,1000,972.0,0.972
mux20,10000.0,0.0033865136750540663,6,1000,898.0,0.898
mux20,100.0,0.0033865136750540663,7,1000,972.0,0.972
mux20,1000.0,0.0033865136750540663,7,1000,944.0,0.944
mux20,10000.0,0.0033865136750540663,7,1000,862.0,0.862
mux20,100.0,0.0033865136750540663,8,1000,943.0,0.943
mux20,1000.0,0.0033865136750540663,8,1000,895.0,0.895
mux20,10000.0,0.0033865136750540663,8,1000,780.0,0.78
mux20,100.0,0.0033865136750540663,9,1000,979.0,0.979
mux20,1000.0,0.0033865136750540663,9,1000,961.0,0.961
mux20,10000.0,0.0033865136750540663,9,1000,878.0,0.878
mux20,100.0,0.004315349664862991,0,1000,990.0,0.99
mux20,1000.0,0.004315349664862991,0,1000,975.0,0.975
mux20,10000.0,0.004315349664862991,0,1000,928.0,0.928
mux20,100.0,0.004315349664862991,1,1000,987.0,0.987
mux20,1000.0,0.004315349664862991,1,1000,956.0,0.956
mux20,10000.0,0.004315349664862991,1,1000,890.0,0.89
mux20,100.0,0.004315349664862991,2,1000,969.0,0.969
mux20,1000.0,0.004315349664862991,2,1000,938.0,0.938
mux20,10000.0,0.004315349664862991,2,1000,868.0,0.868
mux20,100.0,0.004315349664862991,3,1000,919.0,0.919
mux20,1000.0,0.004315349664862991,3,1000,876.0,0.876
mux20,10000.0,0.004315349664862991,3,1000,733.0,0.733
mux20,100.0,0.004315349664862991,4,1000,983.0,0.983
mux20,1000.0,0.004315349664862991,4,1000,969.0,0.969
mux20,10000.0,0.004315349664862991,4,1000,897.0,0.897
mux20,100.0,0.004315349664862991,5,1000,990.0,0.99
mux20,1000.0,0.004315349664862991,5,1000,965.0,0.965
mux20,10000.0,0.004315349664862991,5,1000,916.0,0.916
mux20,100.0,0.004315349664862991,6,1000,993.0,0.993
mux20,1000.0,0.004315349664862991,6,1000,976.0,0.976
mux20,10000.0,0.004315349664862991,6,1000,935.0,0.935
mux20,100.0,0.004315349664862991,7,1000,986.0,0.986
mux20,1000.0,0.004315349664862991,7,1000,964.0,0.964
mux20,10000.0,0.004315349664862991,7,1000,902.0,0.902
mux20,100.0,0.004315349664862991,8,1000,992.0,0.992
mux20,1000.0,0.004315349664862991,8,1000,973.0,0.973
mux20,10000.0,0.004315349664862991,8,1000,922.0,0.922
mux20,100.0,0.004315349664862991,9,1000,987.0,0.987
mux20,1000.0,0.004315349664862991,9,1000,976.0,0.976
mux20,10000.0,0.004315349664862991,9,1000,923.0,0.923
mux20,100.0,0.005498942132497309,0,1000,974.0,0.974
mux20,1000.0,0.005498942132497309,0,1000,950.0,0.95
mux20,10000.0,0.005498942132497309,0,1000,864.0,0.864
mux20,100.0,0.005498942132497309,1,1000,992.0,0.992
mux20,1000.0,0.005498942132497309,1,1000,983.0,0.983
mux20,10000.0,0.005498942132497309,1,1000,952.0,0.952
mux20,100.0,0.005498942132497309,2,1000,975.0,0.975
mux20,1000.0,0.005498942132497309,2,1000,948.0,0.948
mux20,10000.0,0.005498942132497309,2,1000,875.0,0.875
mux20,100.0,0.005498942132497309,3,1000,955.0,0.955
mux20,1000.0,0.005498942132497309,3,1000,901.0,0.901
mux20,10000.0,0.005498942132497309,3,1000,810.0,0.81
mux20,100.0,0.005498942132497309,4,1000,996.0,0.996
mux20,1000.0,0.005498942132497309,4,1000,988.0,0.988
mux20,10000.0,0.005498942132497309,4,1000,941.0,0.941
mux20,100.0,0.005498942132497309,5,1000,992.0,0.992
mux20,1000.0,0.005498942132497309,5,1000,984.0,0.984
mux20,10000.0,0.005498942132497309,5,1000,957.0,0.957
mux20,100.0,0.005498942132497309,6,1000,987.0,0.987
mux20,1000.0,0.005498942132497309,6,1000,962.0,0.962
mux20,10000.0,0.005498942132497309,6,1000,925.0,0.925
mux20,100.0,0.005498942132497309,7,1000,986.0,0.986
mux20,1000.0,0.005498942132497309,7,1000,974.0,0.974
mux20,10000.0,0.005498942132497309,7,1000,920.0,0.92
mux20,100.0,0.005498942132497309,8,1000,982.0,0.982
mux20,1000.0,0.005498942132497309,8,1000,953.0,0.953
mux20,10000.0,0.005498942132497309,8,1000,879.0,0.879
mux20,100.0,0.005498942132497309,9,1000,949.0,0.949
mux20,1000.0,0.005498942132497309,9,1000,931.0,0.931
mux20,10000.0,0.005498942132497309,9,1000,896.0,0.896
mux20,100.0,0.0070071644072703665,0,1000,992.0,0.992
mux20,1000.0,0.0070071644072703665,0,1000,981.0,0.981
mux20,10000.0,0.0070071644072703665,0,1000,943.0,0.943
mux20,100.0,0.0070071644072703665,1,1000,995.0,0.995
mux20,1000.0,0.0070071644072703665,1,1000,974.0,0.974
mux20,10000.0,0.0070071644072703665,1,1000,953.0,0.953
mux20,100.0,0.0070071644072703665,2,1000,998.0,0.998
mux20,1000.0,0.0070071644072703665,2,1000,991.0,0.991
mux20,10000.0,0.0070071644072703665,2,1000,962.0,0.962
mux20,100.0,0.0070071644072703665,3,1000,995.0,0.995
mux20,1000.0,0.0070071644072703665,3,1000,987.0,0.987
mux20,10000.0,0.0070071644072703665,3,1000,951.0,0.951
mux20,100.0,0.0070071644072703665,4,1000,994.0,0.994
mux20,1000.0,0.0070071644072703665,4,1000,987.0,0.987
mux20,10000.0,0.0070071644072703665,4,1000,969.0,0.969
mux20,100.0,0.0070071644072703665,5,1000,985.0,0.985
mux20,1000.0,0.0070071644072703665,5,1000,961.0,0.961
mux20,10000.0,0.0070071644072703665,5,1000,904.0,0.904
mux20,100.0,0.0070071644072703665,6,1000,993.0,0.993
mux20,1000.0,0.0070071644072703665,6,1000,985.0,0.985
mux20,10000.0,0.0070071644072703665,6,1000,930.0,0.93
mux20,100.0,0.0070071644072703665,7,1000,994.0,0.994
mux20,1000.0,0.0070071644072703665,7,1000,980.0,0.98
mux20,10000.0,0.0070071644072703665,7,1000,948.0,0.948
mux20,100.0,0.0070071644072703665,8,1000,994.0,0.994
mux20,1000.0,0.0070071644072703665,8,1000,976.0,0.976
mux20,10000.0,0.0070071644072703665,8,1000,929.0,0.929
mux20,100.0,0.0070071644072703665,9,1000,992.0,0.992
mux20,1000.0,0.0070071644072703665,9,1000,978.0,0.978
mux20,10000.0,0.0070071644072703665,9,1000,928.0,0.928
mux20,100.0,0.008929054324893961,0,1000,996.0,0.996
mux20,1000.0,0.008929054324893961,0,1000,988.0,0.988
mux20,10000.0,0.008929054324893961,0,1000,965.0,0.965
mux20,100.0,0.008929054324893961,1,1000,984.0,0.984
mux20,1000.0,0.008929054324893961,1,1000,969.0,0.969
mux20,10000.0,0.008929054324893961,1,1000,901.0,0.901
mux20,100.0,0.008929054324893961,2,1000,996.0,0.996
mux20,1000.0,0.008929054324893961,2,1000,986.0,0.986
mux20,10000.0,0.008929054324893961,2,1000,953.0,0.953
mux20,100.0,0.008929054324893961,3,1000,995.0,0.995
mux20,1000.0,0.008929054324893961,3,1000,988.0,0.988
mux20,10000.0,0.008929054324893961,3,1000,963.0,0.963
mux20,100.0,0.008929054324893961,4,1000,995.0,0.995
mux20,1000.0,0.008929054324893961,4,1000,987.0,0.987
mux20,10000.0,0.008929054324893961,4,1000,955.0,0.955
mux20,100.0,0.008929054324893961,5,1000,996.0,0.996
mux20,1000.0,0.008929054324893961,5,1000,989.0,0.989
mux20,10000.0,0.008929054324893961,5,1000,969.0,0.969
mux20,100.0,0.008929054324893961,6,1000,1000.0,1.0
mux20,1000.0,0.008929054324893961,6,1000,993.0,0.993
mux20,10000.0,0.008929054324893961,6,1000,959.0,0.959
mux20,100.0,0.008929054324893961,7,1000,999.0,0.999
mux20,1000.0,0.008929054324893961,7,1000,989.0,0.989
mux20,10000.0,0.008929054324893961,7,1000,951.0,0.951
mux20,100.0,0.008929054324893961,8,1000,996.0,0.996
mux20,1000.0,0.008929054324893961,8,1000,987.0,0.987
mux20,10000.0,0.008929054324893961,8,1000,949.0,0.949
mux20,100.0,0.008929054324893961,9,1000,989.0,0.989
mux20,1000.0,0.008929054324893961,9,1000,981.0,0.981
mux20,10000.0,0.008929054324893961,9,1000,967.0,0.967
mux20,100.0,0.011378070572196754,0,1000,998.0,0.998
mux20,1000.0,0.011378070572196754,0,1000,987.0,0.987
mux20,10000.0,0.011378070572196754,0,1000,951.0,0.951
mux20,100.0,0.011378070572196754,1,1000,1000.0,1.0
mux20,1000.0,0.011378070572196754,1,1000,991.0,0.991
mux20,10000.0,0.011378070572196754,1,1000,970.0,0.97
mux20,100.0,0.011378070572196754,2,1000,996.0,0.996
mux20,1000.0,0.011378070572196754,2,1000,978.0,0.978
mux20,10000.0,0.011378070572196754,2,1000,935.0,0.935
mux20,100.0,0.011378070572196754,3,1000,997.0,0.997
mux20,1000.0,0.011378070572196754,3,1000,988.0,0.988
mux20,10000.0,0.011378070572196754,3,1000,969.0,0.969
mux20,100.0,0.011378070572196754,4,1000,997.0,0.997
mux20,1000.0,0.011378070572196754,4,1000,990.0,0.99
mux20,10000.0,0.011378070572196754,4,1000,979.0,0.979
