4.427188724235731477e-04 4.997578385556493766e-04 5.641455848280560459e-04 6.368289125805289214e-04 7.188766070412570168e-04 8.114951534738955611e-04 9.160464781598157830e-04 1.034067975091110128e-03 1.167295112860504847e-03 1.317686954175293886e-03 1.487454963251657507e-03 1.679095524692928235e-03 1.895426652031561741e-03 2.139629425722276539e-03 2.415294769918857522e-03 2.726476255872258524e-03 3.077749708407205142e-03 3.474280491971555238e-03 3.921899465678414624e-03 4.427188724235731586e-03
5.696499999999999773e+02 5.478999999999999773e+02 5.259249999999999545e+02 5.045750000000000455e+02 4.841250000000001137e+02 4.634249999999998977e+02 4.446250000000002274e+02 4.252749999999999773e+02 4.067250000000000227e+02 3.883500000000000227e+02 3.711250000000000000e+02 3.554000000000000341e+02 3.381499999999998636e+02 3.220249999999998636e+02 3.058499999999999659e+02 2.893249999999999886e+02 2.746250000000000000e+02 2.598500000000000227e+02 2.456249999999999716e+02 2.308499999999999659e+02
6.839500000000001592e+02 6.805750000000001592e+02 6.791250000000001137e+02 6.755000000000001137e+02 6.726500000000002046e+02 6.696499999999997499e+02 6.651750000000001819e+02 6.614500000000000455e+02 6.568999999999999773e+02 6.540999999999997954e+02 6.499000000000000909e+02 6.447250000000000227e+02 6.402999999999999545e+02 6.347749999999998636e+02 6.301999999999999318e+02 6.243999999999999773e+02 6.158000000000000682e+02 6.106750000000001819e+02 6.043000000000000682e+02 5.983500000000000227e+02
3.752500000000001137e+02 3.816750000000001251e+02 3.862249999999999091e+02 3.920000000000000000e+02 3.971500000000000341e+02 4.023250000000000455e+02 4.064499999999999886e+02 4.129999999999999432e+02 4.179250000000000114e+02 4.223000000000000114e+02 4.245249999999999204e+02 4.272749999999999204e+02 4.311000000000001364e+02 4.343249999999998749e+02 4.373000000000000682e+02 4.425750000000001592e+02 4.468500000000000227e+02 4.491000000000000796e+02 4.525749999999999318e+02 4.550250000000000341e+02
1.712249999999999943e+02 1.775249999999999773e+02 1.838250000000000455e+02 1.894749999999999943e+02 1.944000000000000341e+02 1.989749999999999375e+02 2.048499999999999659e+02 2.085749999999999886e+02 2.146000000000000227e+02 2.185249999999999773e+02 2.234500000000000171e+02 2.277999999999999829e+02 2.330750000000000171e+02 2.377000000000000171e+02 2.421500000000000057e+02 2.460250000000000625e+02 2.518500000000000512e+02 2.557749999999999204e+02 2.595250000000000909e+02 2.629000000000000909e+02
7.920000000000001705e+01 8.240000000000000568e+01 8.530000000000001137e+01 8.952499999999999147e+01 9.312500000000004263e+01 9.757499999999997442e+01 1.012000000000000028e+02 1.041749999999999829e+02 1.067499999999999858e+02 1.093750000000000142e+02 1.136999999999999744e+02 1.186499999999999773e+02 1.209999999999999858e+02 1.247749999999999773e+02 1.277750000000000199e+02 1.305749999999999886e+02 1.335750000000000171e+02 1.374499999999999602e+02 1.405999999999999659e+02 1.455750000000000171e+02
4.217500000000001137e+01 4.422500000000000142e+01 4.724999999999999289e+01 4.902500000000001279e+01 5.169999999999998863e+01 5.289999999999999147e+01 5.535000000000000853e+01 5.714999999999999147e+01 5.885000000000000853e+01 6.157499999999999574e+01 6.294999999999998863e+01 6.447500000000000853e+01 6.662500000000002842e+01 6.840000000000000568e+01 7.125000000000000000e+01 7.377499999999999147e+01 7.527500000000000568e+01 7.675000000000000000e+01 7.957500000000001705e+01 8.084999999999996589e+01
2.255000000000000071e+01 2.414999999999999503e+01 2.510000000000000142e+01 2.712499999999998934e+01 2.830000000000000071e+01 3.132499999999999929e+01 3.279999999999999716e+01 3.530000000000000426e+01 3.655000000000001137e+01 3.717499999999999005e+01 3.874999999999999289e+01 3.979999999999999005e+01 4.172499999999998010e+01 4.325000000000000000e+01 4.377500000000000568e+01 4.542500000000000426e+01 4.797500000000000142e+01 4.940000000000000568e+01 5.089999999999997726e+01 5.257499999999998153e+01
1.392499999999999893e+01 1.527499999999999858e+01 1.639999999999999858e+01 1.740000000000000213e+01 1.814999999999999858e+01 1.862500000000000000e+01 1.989999999999999858e+01 2.054999999999999716e+01 2.195000000000000284e+01 2.337500000000000711e+01 2.469999999999999574e+01 2.547499999999999787e+01 2.639999999999999858e+01 2.689999999999999503e+01 2.884999999999999787e+01 3.017499999999999716e+01 3.104999999999999716e+01 3.297499999999999432e+01 3.337499999999999289e+01 3.427499999999999147e+01
1.009999999999999964e+01 1.025000000000000000e+01 1.122499999999999787e+01 1.219999999999999751e+01 1.314999999999999858e+01 1.332499999999999929e+01 1.340000000000000213e+01 1.409999999999999964e+01 1.555000000000000071e+01 1.689999999999999858e+01 1.810000000000000142e+01 1.842500000000000426e+01 1.944999999999999929e+01 2.120000000000000284e+01 2.115000000000000213e+01 2.150000000000000000e+01 2.154999999999999716e+01 2.239999999999999858e+01 2.322500000000000497e+01 2.442500000000000071e+01
7.650000000000000355e+00 8.125000000000000000e+00 8.025000000000002132e+00 8.350000000000001421e+00 8.600000000000001421e+00 9.799999999999998934e+00 1.060000000000000320e+01 1.085000000000000142e+01 1.097499999999999964e+01 1.154999999999999716e+01 1.197500000000000320e+01 1.322499999999999787e+01 1.297499999999999964e+01 1.307500000000000284e+01 1.457500000000000284e+01 1.510000000000000320e+01 1.632499999999999929e+01 1.600000000000000000e+01 1.675000000000000000e+01 1.724999999999999645e+01
5.375000000000000000e+00 5.950000000000001066e+00 6.350000000000001421e+00 6.375000000000001776e+00 7.474999999999998757e+00 7.100000000000000533e+00 7.549999999999998934e+00 8.400000000000000355e+00 8.900000000000000355e+00 9.099999999999999645e+00 1.005000000000000249e+01 1.004999999999999893e+01 1.094999999999999929e+01 1.137500000000000000e+01 1.125000000000000000e+01 1.139999999999999858e+01 1.157500000000000107e+01 1.230000000000000071e+01 1.285000000000000320e+01 1.337500000000000178e+01
