7.016621270781815602e-04 7.365134246351720234e-04 7.730957732130631400e-04 8.114951534738963201e-04 8.518018167072998912e-04 8.941104969509800849e-04 9.385206336471497036e-04 9.851366053582289936e-04 1.034067975091111430e-03 1.085429747806598713e-03 1.139342640719231579e-03 1.195933367022817455e-03 1.255334933708490610e-03 1.317686954175293886e-03 1.383135976368009192e-03 1.451835827213469876e-03 1.523947974164901846e-03 1.599641904704031696e-03 1.679095524692928235e-03 1.762495576511834573e-03
4.776250000000000000e+02 4.695000000000000000e+02 4.613249999999998749e+02 4.525999999999999091e+02 4.448999999999999204e+02 4.361000000000000227e+02 4.281999999999999886e+02 4.202249999999999659e+02 4.122500000000000568e+02 4.043750000000000568e+02 3.974750000000000227e+02 3.903000000000000114e+02 3.833000000000000114e+02 3.769250000000000682e+02 3.699249999999998977e+02 3.628999999999999204e+02 3.555000000000000000e+02 3.485749999999999318e+02 3.426499999999999773e+02 3.357500000000000000e+02
6.724000000000000909e+02 6.706999999999998181e+02 6.697749999999999773e+02 6.693749999999997726e+02 6.671750000000000682e+02 6.666999999999999318e+02 6.656499999999999773e+02 6.642999999999998408e+02 6.634750000000000227e+02 6.627249999999997954e+02 6.609500000000001592e+02 6.587499999999998863e+02 6.567500000000001137e+02 6.538749999999998863e+02 6.525500000000000682e+02 6.504249999999999545e+02 6.481499999999999773e+02 6.467250000000002501e+02 6.440999999999997954e+02 6.425750000000000455e+02
4.019500000000001592e+02 4.050249999999999773e+02 4.066249999999999432e+02 4.088999999999999773e+02 4.110749999999999886e+02 4.124749999999999659e+02 4.138999999999999204e+02 4.159499999999999886e+02 4.166999999999999886e+02 4.181499999999999204e+02 4.201250000000000000e+02 4.224249999999999545e+02 4.240250000000000341e+02 4.257749999999999773e+02 4.268749999999999432e+02 4.289750000000000796e+02 4.323499999999999659e+02 4.331750000000000114e+02 4.349249999999999545e+02 4.356000000000000796e+02
1.953000000000000114e+02 1.961500000000000057e+02 1.985250000000000341e+02 2.001750000000000114e+02 2.027000000000000171e+02 2.051999999999999886e+02 2.080499999999999545e+02 2.103750000000000568e+02 2.127750000000000057e+02 2.144999999999999432e+02 2.164499999999999602e+02 2.184749999999999375e+02 2.204250000000000114e+02 2.225749999999999318e+02 2.245500000000000114e+02 2.261499999999999773e+02 2.265750000000000171e+02 2.283249999999999886e+02 2.295749999999999886e+02 2.324749999999999943e+02
9.352499999999999147e+01 9.542500000000002558e+01 9.672500000000000853e+01 9.792500000000001137e+01 9.882500000000003126e+01 1.001749999999999687e+02 1.011250000000000142e+02 1.020999999999999943e+02 1.037500000000000142e+02 1.057499999999999858e+02 1.069749999999999659e+02 1.074749999999999943e+02 1.085500000000000256e+02 1.097500000000000000e+02 1.109999999999999858e+02 1.126500000000000199e+02 1.147500000000000142e+02 1.165000000000000000e+02 1.172999999999999687e+02 1.181999999999999744e+02
5.077499999999999147e+01 5.144999999999999574e+01 5.262500000000000000e+01 5.320000000000000995e+01 5.392500000000000426e+01 5.445000000000000284e+01 5.502499999999999147e+01 5.577499999999998437e+01 5.669999999999998863e+01 5.684999999999998721e+01 5.752500000000001279e+01 5.877499999999998437e+01 5.975000000000000711e+01 6.039999999999999858e+01 6.167500000000000426e+01 6.240000000000001279e+01 6.277500000000000568e+01 6.392499999999998295e+01 6.509999999999999432e+01 6.597499999999999432e+01
2.899999999999999645e+01 2.972500000000000497e+01 2.982499999999999929e+01 3.087500000000000355e+01 3.154999999999999361e+01 3.242499999999999716e+01 3.350000000000000711e+01 3.422500000000000142e+01 3.454999999999999716e+01 3.524999999999999289e+01 3.595000000000000284e+01 3.667499999999999005e+01 3.739999999999999147e+01 3.812499999999999289e+01 3.787500000000000000e+01 3.862500000000000711e+01 3.947500000000000142e+01 3.987500000000000711e+01 4.074999999999999289e+01 4.082499999999999574e+01
1.912500000000000355e+01 1.984999999999999787e+01 2.002500000000000568e+01 2.055000000000000426e+01 2.119999999999999218e+01 2.187499999999999289e+01 2.164999999999999503e+01 2.189999999999999503e+01 2.227499999999999858e+01 2.302499999999999858e+01 2.304999999999999716e+01 2.352499999999999858e+01 2.375000000000000355e+01 2.392499999999999005e+01 2.477499999999999858e+01 2.494999999999999574e+01 2.465000000000000213e+01 2.487500000000000000e+01 2.502500000000000213e+01 2.617500000000000782e+01
1.282500000000000107e+01 1.297499999999999787e+01 1.357500000000000107e+01 1.397500000000000142e+01 1.450000000000000178e+01 1.432499999999999929e+01 1.455000000000000249e+01 1.507499999999999574e+01 1.587499999999999645e+01 1.554999999999999716e+01 1.605000000000000071e+01 1.622500000000000142e+01 1.700000000000000355e+01 1.772499999999999432e+01 1.767500000000000071e+01 1.802499999999999503e+01 1.855000000000000426e+01 1.875000000000000355e+01 1.889999999999999858e+01 1.882499999999999218e+01
