1.400000000000000148e-05 1.770797303597413980e-05 2.239802207448480601e-05 2.833025506815220896e-05 3.583367091779351055e-05 4.532440559944700870e-05 5.732881087332598809e-05 7.251264550923699126e-05 9.171799796033713295e-05 1.160099881996558058e-04 1.467358387816559452e-04 1.855995911826153360e-04 2.347566111535411861e-04 2.969331243088266714e-04 3.755774113391618279e-04 4.750510480653462341e-04 6.008707964180290580e-04 7.600145615053404248e-04 9.613083830060198225e-04 1.215915923251894128e-03 1.537957598782582064e-03 1.945293692122392450e-03 2.460514874796710348e-03 3.112195075536674464e-03 3.936476177163923673e-03 4.979072428712380018e-03 6.297805736557222402e-03 7.965812440625620258e-03 1.007559942201612969e-02 1.274417449188130526e-02 1.611953559057027405e-02 2.038887868501742390e-02 2.578897957057403253e-02 3.261932534721521254e-02 4.125872383572533331e-02 5.218631208440918656e-02 6.600812908840353321e-02 8.349072643232501034e-02 1.056036808869647292e-01 1.335733666889992177e-01 1.689509696895060420e-01 2.136985154045326907e-01 2.702976820436549521e-01 3.418874332368110336e-01 4.324381035068479151e-01 5.469715911876469328e-01 6.918398705853374686e-01 8.750772695383567390e-01 1.106846049527078213e+00 1.400000000000000133e+00
5.400000000000000355e-01 4.799999999999999822e-01 4.633333333333333193e-01 4.566666666666666652e-01 4.500000000000000111e-01 4.233333333333333393e-01 3.866666666666666585e-01 3.766666666666666496e-01 3.666666666666666408e-01 3.733333333333333504e-01 3.833333333333333592e-01 4.433333333333333570e-01 4.733333333333333282e-01 5.233333333333333171e-01 5.766666666666666607e-01 6.300000000000000044e-01 7.233333333333333837e-01 7.900000000000000355e-01 8.333333333333333703e-01 9.066666666666666208e-01 9.399999999999999467e-01 9.666666666666666741e-01 9.966666666666667007e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.433333333333333348e-01 4.899999999999999911e-01 4.866666666666666918e-01 4.733333333333333282e-01 4.566666666666666652e-01 4.333333333333333481e-01 3.900000000000000133e-01 3.866666666666666585e-01 3.800000000000000044e-01 3.866666666666666585e-01 3.966666666666666674e-01 4.566666666666666652e-01 4.933333333333333459e-01 5.366666666666666252e-01 5.966666666666666785e-01 6.566666666666666208e-01 7.433333333333332904e-01 8.033333333333333437e-01 8.533333333333333881e-01 9.166666666666666297e-01 9.533333333333333659e-01 9.766666666666666829e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.433333333333333348e-01 5.066666666666667096e-01 4.933333333333333459e-01 4.833333333333333370e-01 4.666666666666666741e-01 4.466666666666666563e-01 3.933333333333333126e-01 3.866666666666666585e-01 3.900000000000000133e-01 3.966666666666666674e-01 4.099999999999999756e-01 4.666666666666666741e-01 5.066666666666667096e-01 5.466666666666666341e-01 6.133333333333332860e-01 6.833333333333333481e-01 7.600000000000000089e-01 8.199999999999999512e-01 8.766666666666667052e-01 9.300000000000000488e-01 9.566666666666666652e-01 9.833333333333332815e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.500000000000000444e-01 5.100000000000000089e-01 5.033333333333332993e-01 5.033333333333332993e-01 4.699999999999999734e-01 4.633333333333333193e-01 4.066666666666666763e-01 3.933333333333333126e-01 4.033333333333333215e-01 4.099999999999999756e-01 4.433333333333333570e-01 4.799999999999999822e-01 5.266666666666666163e-01 5.766666666666666607e-01 6.300000000000000044e-01 7.199999999999999734e-01 7.766666666666666163e-01 8.299999999999999600e-01 9.000000000000000222e-01 9.399999999999999467e-01 9.666666666666666741e-01 9.866666666666666918e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.633333333333333526e-01 5.300000000000000266e-01 5.233333333333333171e-01 5.100000000000000089e-01 4.799999999999999822e-01 4.699999999999999734e-01 4.199999999999999845e-01 4.066666666666666763e-01 4.133333333333333304e-01 4.199999999999999845e-01 4.566666666666666652e-01 4.933333333333333459e-01 5.366666666666666252e-01 6.033333333333333881e-01 6.500000000000000222e-01 7.299999999999999822e-01 7.966666666666666341e-01 8.433333333333333792e-01 9.166666666666666297e-01 9.533333333333333659e-01 9.733333333333333837e-01 9.933333333333332904e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.733333333333333615e-01 5.433333333333333348e-01 5.300000000000000266e-01 5.166666666666667185e-01 4.899999999999999911e-01 4.733333333333333282e-01 4.199999999999999845e-01 4.199999999999999845e-01 4.199999999999999845e-01 4.366666666666666474e-01 4.666666666666666741e-01 5.166666666666667185e-01 5.500000000000000444e-01 6.233333333333332948e-01 6.766666666666666385e-01 7.533333333333332993e-01 8.166666666666666519e-01 8.733333333333332948e-01 9.300000000000000488e-01 9.566666666666666652e-01 9.799999999999999822e-01 9.933333333333332904e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.799999999999999600e-01 5.466666666666666341e-01 5.466666666666666341e-01 5.200000000000000178e-01 5.066666666666667096e-01 4.866666666666666918e-01 4.266666666666666941e-01 4.266666666666666941e-01 4.299999999999999933e-01 4.566666666666666652e-01 4.799999999999999822e-01 5.266666666666666163e-01 5.766666666666666607e-01 6.333333333333333037e-01 7.033333333333333659e-01 7.666666666666667185e-01 8.266666666666666607e-01 8.933333333333333126e-01 9.366666666666666474e-01 9.633333333333333748e-01 9.899999999999999911e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
5.866666666666666696e-01 5.633333333333333526e-01 5.633333333333333526e-01 5.266666666666666163e-01 5.133333333333333082e-01 5.000000000000000000e-01 4.433333333333333570e-01 4.433333333333333570e-01 4.466666666666666563e-01 4.833333333333333370e-01 4.899999999999999911e-01 5.400000000000000355e-01 5.899999999999999689e-01 6.433333333333333126e-01 7.299999999999999822e-01 7.966666666666666341e-01 8.399999999999999689e-01 9.100000000000000311e-01 9.433333333333333570e-01 9.699999999999999734e-01 9.933333333333332904e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
6.066666666666666874e-01 5.733333333333333615e-01 5.699999999999999512e-01 5.333333333333333259e-01 5.200000000000000178e-01 5.000000000000000000e-01 4.533333333333333104e-01 4.566666666666666652e-01 4.566666666666666652e-01 4.933333333333333459e-01 5.066666666666667096e-01 5.533333333333333437e-01 6.099999999999999867e-01 6.700000000000000400e-01 7.466666666666667007e-01 8.066666666666666430e-01 8.633333333333332860e-01 9.233333333333333393e-01 9.533333333333333659e-01 9.766666666666666829e-01 9.933333333333332904e-01 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00
